,Duration,Call Id,V_Range,mnth_sin,day_sin,hr_sin,mnth_cos,day_cos,hr_cos,type_Current Customer,type_Other,type_Sales,type_Service,status_Answering Service/Call Center,status_Current Customer,status_Disconnected in Progress,status_Existing Customer Prospect,status_Left Message/Voice Mail,status_New Prospect,status_Other,status_Referral Prospect,status_Repeat Caller,Words
587,245,1075521815.0,1,0.7071067811865476,0.0,-0.7071067811865471,0.5000000000000001,0.8660254037844387,0.5000000000000004,0,0,0,1,0,0,0,0,0,1,0,0,0,delicious so the lights out in the back door sensor nice let them know healing Phyllis show 85050 just for Crows who's the first 4 does she like to share with us better Gmail hey Mitchell Street game show 3 gmail.com Michelle first gmail.com just want to go over how we work with our guys enough to go over everything first cuz then I can go ahead with the repair doesn't seem 9 dollar difference when you're able to accept cash checks Visa Mastercard be available like you want this for as soon as possible with a phone or if I make sense for someone with some are you home most of the day so if you want to I will talk to you soon bye 
593,241,1076415935.0,2,0.7071067811865476,0.49999999999999994,0.9659258262890683,0.5000000000000001,0.8660254037844387,-1.0,0,0,0,1,0,0,0,0,0,1,0,0,0,service Maria speaking how can I make you smile we're having trouble with our electrical and when I talked I think it was pretty last night she's also one more her name is perfect I see you here and the existing circuits are working and summer not so called Running hydros a confirm that you know the power was good to the house cuz I thought it might even a brown out or something just so you know it's it's in the panel or somewhere else inside the house so we need somebody to check it out get it fixed perfect POF who Allison Allen to raise what's the cooker and 6/8 for our one this is the best number to get blonde 247-2079 number email address you'd like to share with us that all how you I seen your truck in the neighborhood so it seems to me Lee I looked at your website and it looks good I will go over everything with you first give you an accurate price then go ahead with any repairs when they're done they're able to accept cash check Visa Mastercard and did I mention the $59 dispatch fee when they come out there will be a $59 dispatch as well so I will have are you available this afternoon at all just trying to figure out what time for him to available my wife's phone but I'm going to try to get to work and back how this afternoon available I can have someone call you back after 8:39 to confirm an exact time is that okay perfect Fisher much you have a good day 
599,127,678398503.0,2,0.7071067811865476,0.25881904510252074,-0.9659258262890684,0.5000000000000001,1.0,-1.0,0,0,0,1,0,0,0,0,0,1,0,0,0,thank you for calling for an in home services your call is important to us please stay on the line and we'll be right with you to get somebody to come out make sure everything's okay hey I do you need to come tomorrow circus Center okay and some of that or not what is the address in Road secure you I am feeling that's + 1 519 472 1279 all right I'll let them know what's your best cast for a Time I'll call you tomorrow around 8 o'clock and then we'll have to book something then thanks 
605,238,733612984.0,1,0.258819045102521,0.7071067811865476,-2.4492935982947064e-16,0.49999999999999933,0.5000000000000001,0.8660254037844378,1,0,0,0,0,1,0,0,0,0,0,0,0,"air conditioner wasn't working the first part of the Furnace deleted everything but he couldn't seem to find her massage I didn't fix it so anyway I'm I am like a cracker with me know you tell me to be done I don't know what happened I would like with me at all yes my name is Nancy Survivor working on the summertime was it something different okay well over $1,000 for the problem was discovered that in this Pro V be removed is Belle Tire in the front did not discuss it with me in order for me to get with discover and I don't think I should have to pay clothes in the summer time I open up an account and I can see where he has removed and then we attached family trying to figure out what was wrong with the furnace "
611,110,1035795286.0,1,0.258819045102521,0.8660254037844386,-0.4999999999999997,0.49999999999999933,6.123233995736766e-17,0.866025403784439,0,0,1,0,0,0,0,1,0,0,0,0,0,it's Maria smile the office killer cold Nancy Beverly hello Diane I call you yesterday regarding the eval and he was so we can have know what the minell be paid for any other technical work I can do Monday afternoon Wednesday morning Tuesday morning I can place a fucking call so he between 9/11 okay they just busy right now you're welcome 
617,238,1064290759.0,0,0.9659258262890682,0.7071067811865476,0.258819045102521,-0.4999999999999998,0.5000000000000001,0.49999999999999933,1,0,0,0,0,1,0,0,0,0,0,0,0,hey babe just let us know yes we can make you smile previously had electrician so schools are some of the electrical in our garage and Polly card cuz it was a part of the rest of it the other side of the garage and it's Locker electricity and would take a little tour research so we put it off one so I think I'm hopeful a moment sir thank you hi there sorry about that I'm the only one here so I keep an eye on my other line here hate those that electrical you said it's like yes so we have paperwork from life just like to have to take a look at the other part of the other side of the garage the electrical cos he's on or not no Rhyme or Reason to it so it hasn't been on for a long one to electrical switches one of the ceiling for the garage door opener and one on the wall the outside wall sorry and I guess tooth pain Bose St period using S & S e l o s e you are so number 210 CS hey repaired from True or snow snow addition to I think repairs being electrical switch the south side of the garage the one that's closest post this is now the other half of the garage cuz I'm Different circuit from what I understand okay alright alright no problem so I will you know that they will get it done comma space he was moving me know what the cost is Ben go ahead with repair okay so or maybe we can see if I could get someone to give you a call back for reschedule your camera for you for Honey C as long as it's not Wednesday morning cuz I have to take my car to the dealership there okay I will have someone give you a call to schedule when we can okay have a great day my cellphone just in case so yeah 519 7590 Carol great alright great you bye bye 
623,237,1082753538.0,0,0.49999999999999994,0.25881904510252074,-0.25881904510252035,0.8660254037844387,1.0,1.0,0,0,0,1,0,0,0,1,0,0,0,0,0,Bridget finding them service this is granna hopefully make you smile care while tomorrow Marco little water so part to buy bread before 2 or 9 third quarter after warrants send somebody come in the morning would be the best probably I can probably Tuesday morning we were going to be the 20th 1059 for you Tuesday morning do you on to 2 
629,229,1073626570.0,0,0.8660254037844386,0.8660254037844386,0.7071067811865476,6.123233995736766e-17,6.123233995736766e-17,-0.5000000000000004,0,0,0,1,0,0,0,0,0,1,0,0,0,if a great day speaking how can I make you smile I'm buying Plumbing problem walk-in tubs I shower Tony Marvel and the light at the top of her I was trying to replace it and I single short at the system I could fix that with the power box for the can't get the money together and at the same time maybe a year ago let's rain cover for this phone use another small fee you in a minute polish or see what's going there that's 4488 got on file as well 519-433-0284 is your phone number you got an email address you'd like to share with us at all reschedule our guys come out the go go over everything first give you an accurate price then go ahead with any repairs they are period Visa Mastercard when we're looking to get this done either comma set up for you next week or did you want me to schedule you in Montel availability during persist person between agency whatever we'll see you on the 9th at 9:00 o'clock or later in the week what time do you prefer us use me before I give you a call when he is available as well some woman is perfect okay bye bye 
635,228,734719905.0,1,0.258819045102521,0.25881904510252074,0.5000000000000003,0.49999999999999933,1.0,-1.8369701987210297e-16,0,0,0,1,0,0,0,1,0,0,0,0,0,okay 
641,226,1036383936.0,0,0.258819045102521,0.25881904510252074,-0.4999999999999997,0.49999999999999933,1.0,0.866025403784439,0,0,0,1,0,0,0,1,0,0,0,0,0,Bridget Miller with Maria how can I file he did it for many years and soul over there I need this is Barry Neal Andy 1049 Randy Somerville with us you are in Summerville s o m e r l l Drive Andy Somerville is one word Stewart Stewart so we are a i l l e Dr hello Dr Brett there is an 6 a 5 or 1 it's 519-657-7753 p r e r r i e gay Neil l gmail.com stepped Tula you know that I'll schedule your you know for your maintenance there our technician will come and see you know how old I'm guessing it's Paul beers old Stephen air handling system in this house too I don't know if you guys can look at that because I don't know how it works when he's there he will have a love to know so we're booked me to be here when first available is 10th of November remember okay morning and leave on Saturday I meant I will let you know will notify you that you 
647,190,744276701.0,1,1.2246467991473532e-16,0.0,0.5000000000000003,0.8660254037844384,0.8660254037844387,-1.8369701987210297e-16,1,0,0,0,0,1,0,0,0,0,0,0,0,yes you are 
653,101,731004414.0,0,0.5000000000000003,0.0,0.7071067811865476,-1.8369701987210297e-16,0.8660254037844387,-0.5000000000000004,0,0,0,1,0,0,0,1,0,0,0,0,0,service Maria speaking how to make a smile alright no problem we just remember 9843 now we are booking into I can get her in for the week or anytime or alright I will call you back perfect okay bye 
659,219,725147221.0,0,0.7071067811865476,0.8660254037844386,0.7071067811865476,-0.5000000000000004,6.123233995736766e-17,-0.5000000000000004,0,0,0,1,0,0,1,0,0,0,0,0,0,used 
665,217,1051766005.0,1,0.8660254037844387,0.7071067811865476,0.9659258262890683,-0.8660254037844388,0.5000000000000001,-1.0,0,0,0,1,0,0,0,1,0,0,0,0,0,the great date of birth is Maria speaking how can I make a smile good morning sweet Maria Maria Maria we have a sump pump that is not working and hear something though I'm wondering one come up tomorrow bye you why we are Vision a sale of our house but they found when they diction that some working and you know we can't feel deals and quite fixed no problem have availability for tomorrow actually for just perfect okay great that was so so well formation an online loan in process so it's not coming on at all or is it just as what's going on with what are the symptoms here I just won't start up and it doesn't seem to turn on never have water yeah I don't need a new motor whatever better come back and install it for you great let us know beforehand with me give you a pretty good hope you're not on the clock when he goes to Saint come back so how many been to that porch yes happy birthday Heather Court and you are and phone number daughter's game actually giving myself 519 seven one nine seven zero three scrape he will go over everything I'm amazed and then go ahead with her there when he's done he's not I have a second call of the day he's not want to call in the morning so I can get in there all of the day I will give you a call for for sale like a minute before he arrived sure and so approximately 6 hard to say that snow and oh yeah from around 12 to 12 okay awesome so much okay already bye 
671,217,694220543.0,0,0.9659258262890682,0.0,0.8660254037844387,-0.4999999999999998,0.8660254037844387,-0.8660254037844388,0,0,0,1,0,0,0,1,0,0,0,0,0,Mariah not at all that's why I have two things I have the same is on the weekend back please still have no insignificant or we can send for them because she can get you scheduled in okay thank you just rearranging the schedule will give you a call back okay no problem bye bye 
677,216,690370850.0,1,0.9659258262890682,0.7071067811865476,-2.4492935982947064e-16,-0.4999999999999998,0.5000000000000001,0.8660254037844378,0,0,0,1,0,0,0,0,0,1,0,0,0,as a service Maria speaking how can I make you smile how are you a chance you would have attrition available today to help us with our hot tub hookup legal problems okay that one apartment sure everything is there just looking at it picture me 463 Harbor for Providence so that is why he charged and 6/8 you want yes phone number 519-433-1080 send that email out she'd like to to share with us nose weeks that's a quickly go over how we work here at final reschedule our guys they will come out on site they will go over everything with you first give you an accurate price then go ahead with the hook up when they are done they're able to accept cash checks Visa Mastercard and for good I meant them that they can I got a dispatch I'm sorry $59 this patch you need to come out to give you a price and they will work I'm just looking to see and the first available it looks like for our electricians would be 26 now can I put a hole in there any solutions available 
683,212,1075653117.0,2,0.7071067811865476,0.0,0.7071067811865476,0.5000000000000001,0.8660254037844387,-0.5000000000000004,0,0,0,1,0,0,0,0,0,1,0,0,0,greater with Maria speaking how can I make you smile kitchen sink water through the only covers so I don't know whether you service will you play whole thing so I can pass from so services are covered we can replace that without the summer actually he cannot so early delivery what does need to be prepaid for you Google once that's take my place they can repair replace anything you know any props out there I'm sure it was well worth it really quickly 9 dollars come on site Google just permit what the problem is give you an accurate price before he's got anywhere with the real I miss your face before game and you are 402 prizes so home 011 why is our plumber and I will he is a service calls I will is there on Thursdays at settle for you or cross with the did you want I'm just a moment I have a half hour I will have them give you a call before they arrive I will put moral hold of Lisa confirm others you too 
689,203,659725016.0,0,0.25881904510252074,0.25881904510252074,0.8660254037844387,1.0,1.0,-0.8660254037844388,0,0,0,1,0,0,0,0,0,1,0,0,0,the great day for your service Leah speaking to Lisa smile so I scheduled for Last Friday but it had to be switched to tomorrow the problem is my printer stopped working so I'm wondering if I can get someone else today Louis tomorrow morning how do you with your homies hey sexy so sad I know I'm listening to her room my room I stay with you hi there sorry I fell asleep 4:00 okay so overnight it was off all night and we have three little kids we can't we can't wait yes Murrell actually for you today between 2 and 4 coupon and then because it was shipped it from Friday it was they were going to wait 50 crust so what are we looking at today then so it'll be what super super safe for the service it was 50% off so from 90 down to 50 I want to 40 something and then because they had to move us they were going to waive that for tomorrow but now we're in a situation where we have to see it today I'll send one and then he'll see what kind of response I need to know like so much 
695,198,723148406.0,0,0.7071067811865476,0.7071067811865476,-2.4492935982947064e-16,-0.5000000000000004,0.5000000000000001,0.8660254037844378,0,0,0,1,0,0,0,0,0,1,0,0,0,I need some it's what it in town the front of my house so it's out of the driveway so people for the house right outside witnesses to the phone Kirk has to be moved funny thing it's not a huge job so hold t h our I ll 41 Wellington Street rue21 519 204 full 5 90 I think that you tried addresses and I was looking to buy a home for my cousin to come and give me a quote on something 911 okay bye 
701,134,1070105655.0,0,0.8660254037844386,0.7071067811865476,-0.9659258262890681,6.123233995736766e-17,0.5000000000000001,-0.4999999999999992,0,0,0,1,0,0,0,0,0,1,0,0,0,thank you for calling fine and homes how to make you smile okay sorry indoor he's with our answering service I can take your name and your number if you want somebody to come out tonight or did you want them to give you a call in the morning $149 poor thing is your name what the telephone number I can have them reach you on okay so I have 519-473-3324 sure welcome 
707,192,1075638270.0,0,0.7071067811865476,0.0,0.5000000000000003,0.5000000000000001,0.8660254037844387,-1.8369701987210297e-16,0,0,0,1,0,0,0,1,0,0,0,0,0,great service Maria speaking how can I make you smile is it warm he said there was two quick how do you support phone number +931-730-670-2050 yes you would like to cut off er Beyond there's no reason see you soon what works I will is there a did you want to send minutes before that I promised half hour so did you want to direct her cell number or home number so it'll be a $59 dispatcher come on Friday we'll go over everything first cuz you're not the right price then go ahead with any repairs and Mondays are able to accept cash check Visa Mastercard and we will get a hold of you regarding when are Cara peckens Artful Department by okay great Circle if he's full of Cuba 
712,187,693516515.0,0,0.9659258262890682,0.7071067811865476,0.5000000000000003,-0.4999999999999998,0.5000000000000001,-1.8369701987210297e-16,0,0,0,1,0,0,0,0,0,1,0,0,0,okay thanks 
718,187,1079524240.0,2,0.7071067811865476,0.8660254037844386,-0.8660254037844385,0.5000000000000001,6.123233995736766e-17,1.1943401194869635e-15,0,0,1,0,0,0,0,1,0,0,0,0,0,a great day I find it on purpose I know how to make you smile you say that every time I call it are you still at 1628 Fair Park Road phone number cell 519-672-7593 what time roughly probably around 10 yeah probably all day what if I do too I can say around 3 so we'll put you in for that we have changed it a bad idea but as the day goes for one I should know earlier darts 
724,175,690122488.0,2,0.9659258262890682,0.49999999999999994,-0.4999999999999997,-0.4999999999999998,0.8660254037844387,0.866025403784439,0,0,0,1,0,0,0,0,0,1,0,0,0,Maria speaking how can I make it bye Marcus just calling I want to my house and I was wondering what you would charge to install for me do you have those and then from that I like to know exactly what cost will be how to record on Heights me later 48 I just wonder if I get this quick Ray how high would that be you know happy story kind of thing or so so they can bring the right ladder I don't happen yet so I just kind of wanted an estimate if you want me to set up an appointment and then maybe next week or the week and then we can you get them I just want to know just what I'm having I'm done Herman so they can give you an accurate price when they're there I hope you get the $9 I'll come on Skype and that again Bill give you an accurate price so I have everything else 
730,186,731657618.0,0,0.5000000000000003,0.49999999999999994,0.5000000000000003,-1.8369701987210297e-16,0.8660254037844387,-1.8369701987210297e-16,0,0,1,0,0,0,0,1,0,0,0,0,0,what you're speaking is Jon Surfs now 7228 Lloyd I'm calling them yes some of the stores and II Street 
736,186,1042378388.0,1,0.5000000000000003,0.25881904510252074,-2.4492935982947064e-16,-1.8369701987210297e-16,1.0,0.8660254037844378,0,0,0,1,0,0,0,0,0,1,0,0,0,scraping Maria how to make a smile New York Glen rental fees do with you guys we could maybe come down Arthur a rth you are home at 700 Boleyn if it's in there you guys have done work Google ads and they have for rent Lighting in the garage and so Lamont work for Reston I'm assuming I tried them a brand new not working I'm working some business booming it's time to replace them or the first available okay the one who is 15 feet I think I can get hold on the 16th it's a Tuesday for morning or afternoon can give you a call you know I've got kind of thing it's not a good under my wife does the answer the phone and also let Scrappy called now this call her at 35 Day friend 
742,152,713275788.0,1,0.8660254037844387,0.0,-2.4492935982947064e-16,-0.8660254037844388,0.8660254037844387,0.8660254037844378,0,0,0,1,0,0,0,1,0,0,0,0,0,I can do a 10 o'clock appointment 
748,181,1035790489.0,1,0.258819045102521,0.8660254037844386,-0.4999999999999997,0.49999999999999933,6.123233995736766e-17,0.866025403784439,0,0,0,1,0,0,0,1,0,0,0,0,0,Mr credit financial services this is Diana Hoffman make me smile hello yes I'm calling regarding an appointment I need electrician to come to the house so they had electricians here before long what are we doing there for you but I just wondered if there was anyone available to come on the morning of the case in November centrally what I need done is I need a light and called in a bedroom like the wiring there everything I just am open taken down so I am feeling alright sorry go ahead and I also need another steel and I'm feeling like that when the light is on and I'm shocked so I would like that look that was made in late with my painter that put it off okay and I also have for the under Birds lighting receptacles are not working properly can't remember whether Fineman and then or not but anyway I just need them look but because they're not working and stay in for me and also ohh yes I was just wondering why they were here they could help me check fire alarms that I forgot and that's the only time you're available well this is an interrupted by Monday well that's also possibility they have the afternoon as a novel okay how are you first okay so what I'll do is I'll put you in for the 12th if you are an existing customer school with an early release together 2 hour window what we do now is Sarah will give you a call around that you on the progress of our pay their ideas but I can tell you for sure it'll be so yeah that's I mean you're going to call is 10 by shouldn't expect them before 12:30 so absolutely not okay so very much you're very welcome and you have my address there 817 Cabots Trace okay thanks a lot you're welcome 
754,179,691154562.0,2,0.9659258262890682,0.0,-0.4999999999999997,-0.4999999999999998,0.8660254037844387,0.866025403784439,1,0,0,0,0,1,0,0,0,0,0,0,0,hi I had to have someone come out and look at the furnace out of juice Lexus week or two I don't even know who actually came to the house to meet him that I'm trying to fix this problem I didn't think it was a furnace issue but I need her 4248 High Street Annette to try to keep it from being purpose has the air see you know hi period that the gentleman the basement doesn't freeze I can't believe that they haven't closed all of the fence alright Charles's in this down there and that's it well that's in the basement we will wait thank you okay 
759,178,686797594.0,0,0.8660254037844386,0.49999999999999994,-2.4492935982947064e-16,6.123233995736766e-17,0.8660254037844387,0.8660254037844378,0,0,0,1,0,0,0,1,0,0,0,0,0,there send that off another fucking fuck it that needs to be looked at the school I know it's a small job but I don't know 131 ambles you are phone number 451-943-0854 you w perfect those aren't Commerce I'm pretty sure he will come on travel schedule and we're coming straight people Gold Everything first give you an accurate price on any repairs and go ahead with the repairs I understand there is a $59 dispatch and when he says he's able to accept cash check Visa Mastercard data better for you I can get you in Friday morning first thing as you can hi good morning yeah that debt stepped in a definite Q 
765,177,1051526779.0,2,0.8660254037844387,0.8660254037844386,0.5000000000000003,-0.8660254037844388,6.123233995736766e-17,-1.8369701987210297e-16,0,0,0,1,0,0,0,0,0,1,0,0,0,ohh yes Jim how to make a smile it's Mom I'm just wondering who you're full remove and install new shower so we do eyeballs is it well shower in the Presley now and hold on for one second do I can I certainly have someone come out and give you a price now we're both we would have to pick up those roll with me they had enough coffee black women and Order whining or like if you have a favorite one and have you come in install it was perfect it was no problem I will Law School someone to come out and remove an old one yes I'll be done work for you or if I'm driving 68 Nob Hill press and you are Barbara Smith 4755 cell 419-317-9555 correct I will get some I could come out and like if you want me to post office was there a time out for you I don't think so see what is available for that take them there Tuesday stay stay stay with me I can get them there like that between 11 and 1 11 + 1 yeah on Tuesday support - 14 yes that's great that okay yeah so call me thank you thank you bye bye 
771,176,1038343136.0,0,0.5000000000000003,0.7071067811865476,0.7071067811865476,-1.8369701987210297e-16,0.5000000000000001,-0.5000000000000004,0,0,1,0,0,0,0,0,0,1,0,0,0,good afternoon Home Service the clinic is now ohh hi my name is Craig life and I wondered if somebody could come by my toilet has been running for the last 2 days so I don't know if you need a new one or what's going on so I hope you are and what we're Avenue East yes I'm just going to take a look at the calendar and see what we have available for someone to come out verify your information so have your phone number five one 9 VIP OMB at Rogers calendar this week tomorrow available okay what's going to mall yes perfect for the rest mornings or afternoon preferably in the morning I guess what I can I will maybe he didn't get the first call in the morning so I'll see you a week in the morning okay call in the morning and let you know what I'm doing anymore it looks sbly then I'm going to hit me finish first Brock call you tomorrow morning if that's works that's good so I'll be out but I want to let you know if you want I'll have a great alright alright love you too bye 
777,168,736074862.0,0,0.258819045102521,0.0,0.7071067811865476,0.49999999999999933,0.8660254037844387,-0.5000000000000004,0,0,1,0,0,0,0,0,0,1,0,0,0,Republican John Fidel opted in trouble years ago we're having trouble with the one breaker I think it needs replacing a couple how to go I'm someone or how does this work our from the house to that breaker the breakers I guess going to be but I need you guys come on tell me 5 here on Green Huron Greenhill 45516 you have yet I can't member last time together okay are you in the morning okay okay very much 
783,168,1074451717.0,1,0.8660254037844386,0.0,0.5000000000000003,6.123233995736766e-17,0.8660254037844387,-1.8369701987210297e-16,0,0,1,0,0,0,0,1,0,0,0,0,0,okay service Maria speaking how can I make a smile four nine seven hartigan see a our D I gan in London Ontario and I said I work number will receive this week I can get a man first thing in the morning if you'd like between 8 and 9 or to let you know there will be able to these are MasterCard pieces normally but if you saw him he can install your zinc some water I just me I'm just almost I looked at it in Forever reason I just wanted to look different so awesome watching the video perfect thank you very much 
789,165,709575519.0,1,0.9659258262890683,0.0,0.8660254037844387,-1.0,0.8660254037844387,-0.8660254037844388,0,0,0,1,0,0,0,1,0,0,0,0,0,just County at Fry's or not but anyways 
795,165,704214586.0,0,0.9659258262890683,0.0,0.8660254037844387,-1.0,0.8660254037844387,-0.8660254037844388,0,0,0,1,0,0,0,1,0,0,0,0,0,so you want it disconnected store okay okay August phone number hey I realize it's a member of ours the next available okay after that Bessemer available Sears definitely know they will be a $59 discount are you taking the come on site will go over everything first cousin accurate price then go ahead with with it will take to pass by Visa Mastercard I think so Thursday or Friday after free Thursday afternoon that would be after 12 o'clock so we can give you a call when someone will be on their way with us okay 
801,164,688879721.0,0,0.9659258262890682,0.8660254037844386,0.8660254037844387,-0.4999999999999998,6.123233995736766e-17,-0.8660254037844388,0,0,0,1,0,0,0,1,0,0,0,0,0,new service Maria speaking how can I make you smile Soul an appointment here and then I can have someone come out and see and the address there phone number to 519-452-7667 +51-943-432-2014 at work for yes 2/4 x extension 75242 75246 to have your email address so are you up on production time member of ours so let me know I was like ohh my plumbers will come on site to look over everything first give you an accurate price and go help it repaired there is a $59 difference unless he says he's able to accept cash check Visa or Mastercard for you to ask for you look purpose thank you hey Sheila how are you I do have Ryan available Monday morning are you available shop they'd be there probably at work I'll put them in okay thank you Sheila have a great weekend bye now 
807,164,1081181755.0,0,0.49999999999999994,0.7071067811865476,0.9659258262890683,0.8660254037844387,0.5000000000000001,-1.0,0,0,0,1,0,0,0,0,0,1,0,0,0,it's a great speaking how can I make smile hi it's Loren calling from breaker which I find a little high I know the original release over 30 years old so I suspect it's it's it's a coma they won't come back on site to see if I could 3 Oak Lane phone number yes it is are you are home pretty soon member of ours so I will have someone from our dispatch Department give you a call back shortly regarding an exact time okay I'm just a general idea when you're coming vaginas 
813,161,680156886.0,1,0.7071067811865476,0.49999999999999994,-0.4999999999999997,0.5000000000000001,0.8660254037844387,0.866025403784439,0,0,0,1,0,0,0,1,0,0,0,0,0,I really have a question for you she's had trishin in the next few days that move I have a ceiling light needs to be moved about 6 I don't know Rihanna okay level of care unless Eastern Monday you work Easter Monday so one for Monday approximate price for like I said a plane light just needs to move diverse 6 inches t-shirt unfortunate I'll be done work for you before it's Sean black bar black I don't know which ones you've done our city 46 Maureen Moss stunts fun okay what time reason he did you prefer morning or afternoon would be better which home probably around 10 or 11 I can give you a heads up when he's on his way she's great okay between 10 and 11 give me a call that's well thank you sir 
819,158,1078181057.0,1,0.7071067811865476,0.9659258262890682,-2.4492935982947064e-16,0.5000000000000001,-0.4999999999999998,0.8660254037844378,0,0,0,1,1,0,0,0,0,0,0,0,0,peppercorn cleaning Home Services is Lynn how can I make you smile do a mock up an electrician as soon as possible though it's not to see can I do that or they closed they're closed today but I can leave a message for him to contact you first thing Monday more so it's Sam P 6 train London Ontario Lorraine Pan she was only one so am I how much your phone is 672-408-6967 24086 okay and just needing like some electrical work done or smell gas and electric part of is a plug needs to be turned the other way so sorry the receptacle needs to be turn the other way cuz it's down and that's it's not serious thing is just taking the receptacle out I could turn it the other way bye bye 
825,160,729650216.0,0,0.5000000000000003,0.25881904510252074,0.258819045102521,-1.8369701987210297e-16,1.0,0.49999999999999933,0,0,0,1,0,0,0,1,0,0,0,0,0,okay 
831,152,1031499150.0,0,1.2246467991473532e-16,0.7071067811865476,-0.7071067811865471,0.8660254037844384,0.5000000000000001,0.5000000000000004,0,0,0,1,0,0,0,1,0,0,0,0,0,Chuck Norris mile customer yours I'm not getting off the water only post and I was wondering if I needed any recommend for a water heater I'm going to be it's not in there so I just wanted recommend hey so no one is here at the office of your question I can have one of our permits give you a call or give you a call tomorrow are you be around tomorrow tomorrow when she was good I'll just meet you at question for me and delete message on voicemail if it works bye bye 
837,151,736356546.0,1,0.258819045102521,0.25881904510252074,0.8660254037844387,0.49999999999999933,1.0,-0.8660254037844388,0,0,0,1,0,0,0,0,0,1,0,0,0,Maria speaking how can make it bye no problem I don't know what that is 666 711 okay alright so we were out to your sick like a sticker rude towards coming home okay alright okay to do some covering around okay there will be a $90 from Google for us 
843,150,1086501726.0,0,0.25881904510252074,0.0,-0.25881904510252035,1.0,0.8660254037844387,1.0,0,0,0,1,0,0,0,1,0,0,0,0,0,greatest service delete it was say was freezing over mascara I will well I drove across he's no problem we should have that no problem as well all over to pick up your call with an exact time and Sunday will rock 
849,100,676138225.0,0,0.7071067811865476,0.9659258262890682,-0.5000000000000004,0.5000000000000001,-0.4999999999999998,-4.286263797015736e-16,0,0,0,1,1,0,0,0,0,0,0,0,0,services this is Britney speaking I'm not sure what your contract we did include I'm not able to look it up myself I'm going to answering service did you need me to contact me on call plumber okay your name and what city is it in and your phone number yes what is the issue the names all right I'll let them know 
855,89,1078094235.0,0,0.7071067811865476,1.0,-0.8660254037844385,0.5000000000000001,-0.8660254037844385,1.1943401194869635e-15,0,0,1,0,1,0,0,0,0,0,0,0,0,thank you for cops and I looking for service today movies if so I can let the office give you a call back with the price I just after our don't have the prices regarding that I don't give you a call back tomorrow my service and Eric how do you spell your last name and what is your phone number have a 9473 94th and what's your address okay that's all bye 
861,69,1080697253.0,0,0.49999999999999994,0.9659258262890682,-0.25881904510252035,0.8660254037844387,-0.4999999999999998,1.0,0,0,0,1,0,0,0,0,0,1,0,0,0,thank you for calling plan in home service days thank you for calling Fanning home service this is Lynn how can I make you smile your water heater is it a rental water heater and who do you pay your rental 2 if you rented from Reliance they don't see what the past three fingers for that's okay 
867,59,676310748.0,0,0.7071067811865476,0.0,0.258819045102521,0.5000000000000001,0.8660254037844387,0.49999999999999933,0,0,1,0,0,0,0,0,0,1,0,0,0,Cricket final service with a know how to make you smile what we do okay thanks hon no problem 
873,149,667797040.0,0,0.49999999999999994,0.0,0.5000000000000003,0.8660254037844387,0.8660254037844387,-1.8369701987210297e-16,0,0,0,1,0,0,0,0,0,1,0,0,0,Mario taken hoping to make it so just finished showering when furnace maintenance for having a baited not a lot but it's cuz I don't want to hear it right comma could you call with an exact time and if you'd like that kind of a day and then he was your car back our answering service usually calls 641 just never call me if I wouldn't mind holding on to her so what is that great little full it 95 Park Lane presents hey Andrew how was perfect yeah you got me in your system right for 14313 still your number so you are not a home protection plan member of ours so give me a call and we can figure all that out 
879,148,1066538321.0,0,0.9659258262890682,0.7071067811865476,-0.25881904510252035,-0.4999999999999998,0.5000000000000001,1.0,0,0,0,1,0,0,0,1,0,0,0,0,0,how can I make a smile Thrill Kill calling you guys we've got a plumbing problem well one of the garage we have because come down the wall set there's a perhaps a burst pipe or something and not the site delete life like 6 yeah so if somebody could help us out is it how that is Elise we don't know like you know well okay alright yeah sure 98 he'll be L Street and the phone number 251-945-3715 Nirvana so are you at home after the number of nerve I think alright yeah no problem so I can fit you know my plumber he'll come on cash check and Scott tomorrow at 8 alright no problem 
885,139,1039613539.0,2,0.5000000000000003,0.49999999999999994,-0.7071067811865471,-1.8369701987210297e-16,0.8660254037844387,0.5000000000000004,0,0,0,1,0,0,0,1,0,0,0,0,0,in front of services was saying how to make you smile wow it first did a bunch of work at my house 44 Grand Avenue in London number years ago be wiring it I've got a problem with it so you guys have a bit of a problem with some stairs I'm not one of them and they're also I'm wondering if you there's any way that I can get the air guy to come on take a look at this I really if possible need it fixed by the weekend so don't know collector Modesto Bee I literally not like going through one of the service inside of one of them and I think probably Naka Wireless I'm not really sure I'd be kind of probably late morning was funny a little doesn't say what was the address 44 Grand Avenue gra ND in London yeah it's not a problem okay hopefully late morning but what we'll do if he's not on his way to call you at 10 with the update that would be great okay it's very much 
891,139,1067718144.0,2,0.9659258262890682,0.7071067811865476,0.258819045102521,-0.4999999999999998,0.5000000000000001,0.49999999999999933,0,0,0,1,0,0,1,0,0,0,0,0,0,we were just talking tonight we're actually free early evening would be fine so 6:50 would be great if you're available 
